"","time","device_id","s_0","s_1","s_2","s_3","s_d0","s_t0","s_h0"
"301",2017-10-13 22:30:33,"781463DA0104F6A9",0,100,1,0,9,26.63,84
"302",2017-10-13 22:30:38,"28C2DDDD4305",0,100,1,0,2,29.75,100
"303",2017-10-13 22:30:48,"781463DA0104F2C0",0,100,1,0,12,27.71,81
"304",2017-10-13 22:30:48,"781463DA0104F70A",0,100,1,0,11,27.63,81
"305",2017-10-13 22:31:01,"781463DA0104F417",0,100,1,0,12,26.46,85
"306",2017-10-13 22:31:02,"781463DA0149A43B",0,100,1,0,12,26.81,84
"307",2017-10-13 22:31:05,"28C2DDDD4242",0,100,1,0,0,32.25,79
"308",2017-10-13 22:31:08,"781463DA0104F787",0,100,1,0,6,29.29,75
"309",2017-10-13 22:31:09,"28C2DDDD45E6",0,100,1,0,2,32.37,76
"310",2017-10-13 22:31:10,"28C2DDDD4357",0,100,1,0,0,28.37,117
"311",2017-10-13 22:31:10,"781463DA0149ABAC",0,100,1,0,18,26.23,85
"312",2017-10-13 22:31:11,"781463DA0104F657",0,100,1,0,0,26.04,87
"313",2017-10-13 22:31:14,"781463DA0104F624",0,100,1,0,10,27.34,82
"314",2017-10-13 22:31:16,"28C2DDDD434C",0,100,1,0,19,31.37,66
"315",2017-10-13 22:31:17,"781463DA0149B198",0,100,1,0,13,27.63,80
"316",2017-10-13 22:31:19,"781463DA0149AD11",0,100,1,0,13,28.93,76
"317",2017-10-13 22:31:22,"781463DA0104F38D",0,100,1,0,11,29.74,74
"318",2017-10-13 22:31:24,"781463DA0104F314",0,100,1,0,11,26.31,80
"319",2017-10-13 22:31:25,"28C2DDDD47C0",0,100,1,0,19,33.37,65
"320",2017-10-13 22:31:26,"781463DA0104F38E",0,100,1,0,23,27.15,83
"321",2017-10-13 22:31:26,"781463DA0149A7F0",0,100,1,0,12,27.68,81
"322",2017-10-13 22:31:30,"781463DA0149A78F",0,100,1,0,10,25.99,88
"323",2017-10-13 22:31:31,"781463DA0149A515",0,100,1,0,27,26,87
"324",2017-10-13 22:31:33,"781463DA0149A45F",0,100,1,0,8,24.57,91
"325",2017-10-13 22:31:40,"781463DA0104F429",0,100,1,0,9,25.02,88
"326",2017-10-13 22:31:42,"28C2DDDD458F",0,100,1,0,10,28.87,140
"327",2017-10-13 22:31:44,"781463DA0104F20E",0,100,1,0,18,28.97,77
"328",2017-10-13 22:31:51,"781463DA0104F3E4",0,100,1,0,17,26.49,84
"329",2017-10-13 22:31:51,"781463DA0104F620",0,100,1,0,13,26.56,84
"330",2017-10-13 22:31:51,"781463DA0104F6A5",0,100,1,0,10,27.18,81
"331",2017-10-13 22:31:51,"781463DA0149AFDB",0,100,1,0,20,27.04,82
"332",2017-10-13 22:31:51,"781463DA0149B1A1",0,100,1,0,18,28.62,76
"333",2017-10-13 22:31:52,"781463DA0104F77D",0,100,1,0,9,26.78,83
"334",2017-10-13 22:31:52,"781463DA0149A472",0,100,1,0,18,27.24,83
"335",2017-10-13 22:31:52,"781463DA0149AF90",0,100,1,0,17,25.22,87
"336",2017-10-13 22:31:52,"781463DA014AA885",0,100,1,0,25,26.87,83
"337",2017-10-13 22:31:55,"28C2DDDD4233",0,100,1,0,1,28.25,151
"338",2017-10-13 22:31:57,"781463DA01499E91",0,100,1,0,14,27.04,83
"339",2017-10-13 22:32:12,"781463DA0104F43D",0,100,1,0,10,27.61,82
"340",2017-10-13 22:32:28,"781463DA01499E91",0,100,1,0,14,27.04,83
"341",2017-10-13 22:32:37,"28C2DDDD4229",0,100,1,0,3,28.62,100
"342",2017-10-13 22:32:57,"28C2DDDD40E8",0,100,1,0,1,30,93
"343",2017-10-13 22:32:59,"781463DA01499E91",0,100,1,0,14,27.07,83
"344",2017-10-13 22:33:09,"28C2DDDD4360",0,100,1,0,3,29,100
"345",2017-10-13 22:33:09,"781463DA014AABE1",0,100,1,0,15,27.31,84
"346",2017-10-13 22:33:13,"28C2DDDD47CB",0,100,1,0,20,32,100
"347",2017-10-13 22:33:16,"781463DA0104F278",0,100,1,0,14,27.66,81
"348",2017-10-13 22:33:16,"781463DA0104F3EA",0,100,1,0,11,27.76,78
"349",2017-10-13 22:33:16,"781463DA0104F695",0,100,1,0,13,25.55,89
"350",2017-10-13 22:33:16,"781463DA0149B1EF",0,100,1,0,19,25.99,86
"351",2017-10-13 22:33:17,"781463DA0149A786",0,100,1,0,13,26.07,87
"352",2017-10-13 22:33:19,"781463DA0149ABD3",0,100,1,0,0,26.1,61
"353",2017-10-13 22:33:23,"781463DA0149B3AD",0,100,1,0,23,25.2,90
"354",2017-10-13 22:33:24,"781463DA0104F34A",0,100,1,0,15,27.6,81
"355",2017-10-13 22:33:25,"781463DA0104F4E6",0,100,1,0,1,24.48,74
"356",2017-10-13 22:33:25,"781463DA0104F566",0,100,1,0,7,26.44,85
"357",2017-10-13 22:33:25,"781463DA0149B1C4",0,100,1,0,16,26.31,84
"358",2017-10-13 22:33:26,"781463DA0149A7BC",0,100,1,0,6,26.36,85
"359",2017-10-13 22:33:27,"28C2DDDD4367",0,100,1,0,8,28.5,148
"360",2017-10-13 22:33:27,"781463DA0149DBFF",0,100,1,0,12,25.49,89
"361",2017-10-13 22:33:28,"781463DA0104F689",0,100,1,0,10,27.44,81
"362",2017-10-13 22:33:29,"781463DA0104F797",0,100,1,0,13,26.89,82
"363",2017-10-13 22:33:29,"781463DA0149A177",0,100,1,0,7,26.09,87
"364",2017-10-13 22:33:30,"28C2DDDD4003",0,100,1,0,0,28.12,100
"365",2017-10-13 22:33:30,"781463DA01499E91",0,100,1,0,15,27.1,83
"366",2017-10-13 22:33:34,"28C2DDDD4404",0,100,1,0,5,27.62,100
"367",2017-10-13 22:33:34,"781463DA0104F6A9",0,100,1,0,13,26.56,84
"368",2017-10-13 22:33:39,"28C2DDDD47C7",0,100,1,0,14,33.25,56
"369",2017-10-13 22:33:42,"28C2DDDD3FE7",0,100,1,0,1,28.37,50
"370",2017-10-13 22:33:49,"781463DA0104F2C0",0,100,1,0,13,27.68,81
"371",2017-10-13 22:33:50,"781463DA0104F70A",0,100,1,0,9,27.62,81
"372",2017-10-13 22:34:02,"781463DA0104F417",0,100,1,0,10,26.4,85
"373",2017-10-13 22:34:02,"781463DA01499E91",0,100,1,0,16,27.11,83
"374",2017-10-13 22:34:03,"781463DA0149A43B",0,100,1,0,10,26.81,84
"375",2017-10-13 22:34:04,"28C2DDDD47E7",0,100,1,0,2,31.12,76
"376",2017-10-13 22:34:11,"781463DA0104F787",0,100,1,0,0,29.29,75
"377",2017-10-13 22:34:11,"781463DA0149ABAC",0,100,1,0,17,26.21,85
"378",2017-10-13 22:34:13,"781463DA0104F657",0,100,1,0,1,25.99,87
"379",2017-10-13 22:34:15,"28C2DDDD452E",0,100,1,0,5,27.5,100
"380",2017-10-13 22:34:15,"781463DA0104F624",0,100,1,0,10,27.33,82
"381",2017-10-13 22:34:17,"781463DA0149B198",0,100,1,0,17,27.63,80
"382",2017-10-13 22:34:19,"781463DA0149AD11",0,100,1,0,16,28.91,76
"383",2017-10-13 22:34:23,"781463DA0104F38D",0,100,1,0,3,29.74,74
"384",2017-10-13 22:34:25,"781463DA0104F314",0,100,1,0,8,26.29,80
"385",2017-10-13 22:34:26,"781463DA0149A7F0",0,100,1,0,9,27.65,80
"386",2017-10-13 22:34:27,"781463DA0104F38E",0,100,1,0,19,27.12,83
"387",2017-10-13 22:34:30,"781463DA0149A78F",0,100,1,0,18,25.93,88
"388",2017-10-13 22:34:33,"28C2DDDD434A",0,100,1,0,1,29.87,104
"389",2017-10-13 22:34:34,"781463DA0149A45F",0,100,1,0,6,24.59,91
"390",2017-10-13 22:34:35,"28C2DDDD479F",0,100,1,0,15,34.12,75
"391",2017-10-13 22:34:41,"781463DA0104F429",0,100,1,0,6,25.09,87
"392",2017-10-13 22:34:45,"781463DA0104F20E",0,100,1,0,19,28.97,77
"393",2017-10-13 22:34:47,"28C2DDDD4781",0,100,1,0,18,32.87,85
"394",2017-10-13 22:34:51,"781463DA0104F620",0,100,1,0,21,26.49,84
"395",2017-10-13 22:34:52,"781463DA0104F3E4",0,100,1,0,18,26.38,84
"396",2017-10-13 22:34:52,"781463DA014AA885",0,100,1,0,20,26.88,83
"397",2017-10-13 22:34:53,"781463DA0104F6A5",0,100,1,0,11,27.17,81
"398",2017-10-13 22:34:53,"781463DA0104F77D",0,100,1,0,9,26.76,83
"399",2017-10-13 22:34:53,"781463DA0149A472",0,100,1,0,24,27.22,83
"400",2017-10-13 22:34:53,"781463DA0149AF90",0,100,1,0,20,25.24,87
"401",2017-10-13 22:34:53,"781463DA0149AFDB",0,100,1,0,16,27.03,82
"402",2017-10-13 22:34:53,"781463DA0149B1A1",0,100,1,0,17,28.63,76
"403",2017-10-13 22:35:07,"28C2DDDD423A",0,100,1,0,2,30.25,88
"404",2017-10-13 22:35:10,"781463DA0149A515",0,100,1,0,19,25.99,87
"405",2017-10-13 22:35:13,"781463DA0104F43D",0,100,1,0,14,27.61,82
"406",2017-10-13 22:35:18,"28C2DDDD423E",0,100,1,0,3,27.87,135
"407",2017-10-13 22:35:21,"28C2DDDD4363",0,100,1,0,4,33.87,71
"408",2017-10-13 22:35:27,"28C2DDDD4571",0,100,1,0,4,26.75,142
"409",2017-10-13 22:35:29,"28C2DDDD4377",0,100,1,0,1,28.75,125
"410",2017-10-13 22:35:31,"28C2DDDD459E",0,100,1,0,83,30.12,58
"411",2017-10-13 22:35:34,"28C2DDDD4159",0,100,1,0,0,29.12,90
"412",2017-10-13 22:35:36,"28C2DDDD4519",0,100,1,0,1,29,71
"413",2017-10-13 22:35:39,"28C2DDDD4582",0,100,1,0,6,27.12,100
"414",2017-10-13 22:35:47,"28C2DDDD45E4",0,100,1,0,4,28,100
"415",2017-10-13 22:35:47,"28C2DDDD47DB",0,100,1,0,5,27.75,100
"416",2017-10-13 22:35:57,"28C2DDDD43F8",0,100,1,0,9,28.62,128
"417",2017-10-13 22:36:09,"28C2DDDD4338",0,100,1,0,0,29.25,88
"418",2017-10-13 22:36:10,"781463DA014AABE1",0,100,1,0,15,27.27,84
"419",2017-10-13 22:36:16,"781463DA0104F695",0,100,1,0,13,25.57,89
"420",2017-10-13 22:36:17,"781463DA0104F278",0,100,1,0,19,27.66,81
"421",2017-10-13 22:36:17,"781463DA0104F3EA",0,100,1,0,9,27.68,78
"422",2017-10-13 22:36:17,"781463DA0149B1EF",0,100,1,0,15,25.97,86
"423",2017-10-13 22:36:18,"781463DA0149A786",0,100,1,0,22,26.12,87
"424",2017-10-13 22:36:21,"28C2DDDD45E2",0,100,1,0,30,31.87,86
"425",2017-10-13 22:36:21,"781463DA0149ABD3",0,100,1,0,0,26.05,61
"426",2017-10-13 22:36:24,"781463DA0149B3AD",0,100,1,0,17,25.05,91
"427",2017-10-13 22:36:25,"28C2DDDD47D6",0,100,1,0,20,36.5,49
"428",2017-10-13 22:36:25,"781463DA0104F34A",0,100,1,0,17,27.58,81
"429",2017-10-13 22:36:26,"781463DA0149B1C4",0,100,1,0,22,26.27,84
"430",2017-10-13 22:36:27,"781463DA0104F4E6",0,100,1,0,2,24.63,74
"431",2017-10-13 22:36:27,"781463DA0104F566",0,100,1,0,5,26.42,85
"432",2017-10-13 22:36:27,"781463DA0149A7BC",0,100,1,0,7,26.33,85
"433",2017-10-13 22:36:28,"781463DA0149DBFF",0,100,1,0,9,25.5,89
"434",2017-10-13 22:36:29,"28C2DDDD41B2",0,100,1,0,0,29.62,91
"435",2017-10-13 22:36:29,"781463DA0104F689",0,100,1,0,10,27.44,81
"436",2017-10-13 22:36:31,"781463DA0104F797",0,100,1,0,19,26.87,82
"437",2017-10-13 22:36:31,"781463DA0149A177",0,100,1,0,9,26.12,87
"438",2017-10-13 22:36:33,"28C2DDDD4305",0,100,1,0,3,29.87,100
"439",2017-10-13 22:36:34,"28C2DDDD4353",0,100,1,0,2,31.5,81
"440",2017-10-13 22:36:35,"781463DA0104F6A9",0,100,1,0,12,26.54,84
"441",2017-10-13 22:36:44,"28C2DDDD4797",0,100,1,0,37,32,87
"442",2017-10-13 22:36:50,"781463DA0104F2C0",0,100,1,0,15,27.65,81
"443",2017-10-13 22:36:52,"781463DA0104F70A",0,100,1,0,11,27.57,81
"444",2017-10-13 22:36:58,"28C2DDDD47C6",0,100,1,0,5,26.62,138
"445",2017-10-13 22:37:03,"28C2DDDD4357",0,100,1,0,0,28.37,117
"446",2017-10-13 22:37:03,"781463DA0104F417",0,100,1,0,12,26.36,85
"447",2017-10-13 22:37:04,"781463DA0149A43B",0,100,1,0,9,26.82,84
"448",2017-10-13 22:37:06,"28C2DDDD45FC",0,100,1,0,3,28.87,100
"449",2017-10-13 22:37:06,"781463DA01499E91",0,100,1,0,16,27.18,83
"450",2017-10-13 22:37:13,"28C2DDDD45A1",0,100,1,0,1,29.87,100
"451",2017-10-13 22:37:13,"781463DA0104F787",0,100,1,0,0,29.29,75
"452",2017-10-13 22:37:13,"781463DA0149ABAC",0,100,1,0,12,26.19,85
"453",2017-10-13 22:37:15,"781463DA0104F657",0,100,1,0,0,25.99,88
"454",2017-10-13 22:37:16,"28C2DDDD4343",0,100,1,0,18,32.12,72
"455",2017-10-13 22:37:16,"781463DA0104F624",0,100,1,0,10,27.36,82
"456",2017-10-13 22:37:18,"781463DA0149B198",0,100,1,0,17,27.63,80
"457",2017-10-13 22:37:21,"781463DA0149AD11",0,100,1,0,18,28.86,76
"458",2017-10-13 22:37:22,"28C2DDDD47C0",0,100,1,0,20,33.5,66
"459",2017-10-13 22:37:22,"28C2DDDD47C5",0,100,1,0,4,34.12,87
"460",2017-10-13 22:37:24,"781463DA0104F38D",0,100,1,0,6,29.69,74
"461",2017-10-13 22:37:26,"781463DA0104F314",0,100,1,0,7,26.31,80
"462",2017-10-13 22:37:27,"781463DA0149A7F0",0,100,1,0,10,27.64,80
"463",2017-10-13 22:37:28,"781463DA0104F38E",0,100,1,0,27,27.18,82
"464",2017-10-13 22:37:32,"781463DA0149A78F",0,100,1,0,10,25.95,88
"465",2017-10-13 22:37:35,"781463DA0149A45F",0,100,1,0,9,24.56,91
"466",2017-10-13 22:37:37,"28C2DDDD458F",0,100,1,0,8,28.87,140
"467",2017-10-13 22:37:38,"28C2DDDD40FD",0,100,1,0,10,29.12,99
"468",2017-10-13 22:37:38,"28C2DDDD4534",0,100,1,0,1,31.62,66
"469",2017-10-13 22:37:42,"781463DA0104F429",0,100,1,0,12,25.14,87
"470",2017-10-13 22:37:46,"781463DA0104F20E",0,100,1,0,20,28.94,77
"471",2017-10-13 22:37:49,"28C2DDDD4233",0,100,1,0,2,28,151
"472",2017-10-13 22:37:53,"781463DA0104F620",0,100,1,0,18,26.45,84
"473",2017-10-13 22:37:53,"781463DA014AA885",0,100,1,0,18,26.85,83
"474",2017-10-13 22:37:54,"781463DA0104F3E4",0,100,1,0,13,26.29,84
"475",2017-10-13 22:37:54,"781463DA0104F6A5",0,100,1,0,12,27.18,81
"476",2017-10-13 22:37:54,"781463DA0104F77D",0,100,1,0,8,26.71,83
"477",2017-10-13 22:37:54,"781463DA0149B1A1",0,100,1,0,18,28.63,77
"478",2017-10-13 22:37:55,"781463DA0149A472",0,100,1,0,19,27.18,83
"479",2017-10-13 22:37:55,"781463DA0149AF90",0,100,1,0,15,25.15,87
"480",2017-10-13 22:37:55,"781463DA0149AFDB",0,100,1,0,16,27.03,82
"481",2017-10-13 22:38:14,"781463DA0104F43D",0,100,1,0,12,27.6,82
"482",2017-10-13 22:38:30,"28C2DDDD415F",0,100,1,0,9,29.5,56
"483",2017-10-13 22:38:47,"28C2DDDD43FD",0,100,1,0,9,28.12,122
"484",2017-10-13 22:38:49,"28C2DDDD4579",0,100,1,0,8,28.12,133
"485",2017-10-13 22:38:51,"781463DA0149A515",0,100,1,0,24,25.97,87
"486",2017-10-13 22:39:00,"28C2DDDD45E0",0,100,1,0,1,33.25,76
"487",2017-10-13 22:39:03,"28C2DDDD436B",0,100,1,0,0,29.5,100
"488",2017-10-13 22:39:11,"781463DA014AABE1",0,100,1,0,17,27.23,84
"489",2017-10-13 22:39:17,"28C2DDDD4394",0,100,1,0,5,32,77
"490",2017-10-13 22:39:17,"781463DA0104F3EA",0,100,1,0,16,27.62,79
"491",2017-10-13 22:39:17,"781463DA0104F695",0,100,1,0,15,25.59,89
"492",2017-10-13 22:39:18,"781463DA0104F278",0,100,1,0,22,27.68,81
"493",2017-10-13 22:39:19,"28C2DDDD436E",0,100,1,0,3,29.37,90
"494",2017-10-13 22:39:19,"781463DA0149A786",0,100,1,0,22,26.12,87
"495",2017-10-13 22:39:20,"781463DA0149B1EF",0,100,1,0,14,25.94,86
"496",2017-10-13 22:39:23,"781463DA0149ABD3",0,100,1,0,0,26.05,61
"497",2017-10-13 22:39:24,"28C2DDDD4003",0,100,1,0,0,28.12,100
"498",2017-10-13 22:39:26,"781463DA0149B3AD",0,100,1,0,15,24.96,91
"499",2017-10-13 22:39:27,"781463DA0104F34A",0,100,1,0,12,27.58,82
"500",2017-10-13 22:39:27,"781463DA0149B1C4",0,100,1,0,18,26.31,84
"501",2017-10-13 22:39:28,"781463DA0104F4E6",0,100,1,0,2,24.73,74
"502",2017-10-13 22:39:28,"781463DA0104F566",0,100,1,0,7,26.39,85
"503",2017-10-13 22:39:28,"781463DA0149A7BC",0,100,1,0,10,26.29,86
"504",2017-10-13 22:39:29,"781463DA0149DBFF",0,100,1,0,11,25.5,89
"505",2017-10-13 22:39:30,"781463DA0104F689",0,100,1,0,10,27.46,81
"506",2017-10-13 22:39:32,"781463DA0149A177",0,100,1,0,10,26.08,87
"507",2017-10-13 22:39:33,"781463DA0104F797",0,100,1,0,12,26.84,82
"508",2017-10-13 22:39:34,"28C2DDDD400A",0,100,1,0,5,28.5,114
"509",2017-10-13 22:39:34,"28C2DDDD47C7",0,100,1,0,18,33.25,57
"510",2017-10-13 22:39:35,"28C2DDDD423C",0,100,1,0,0,29.12,112
"511",2017-10-13 22:39:36,"781463DA0104F6A9",0,100,1,0,12,26.52,84
"512",2017-10-13 22:39:37,"28C2DDDD3FE7",0,100,1,0,1,28.5,50
"513",2017-10-13 22:39:45,"28C2DDDD4246",0,100,1,0,1,30.37,100
"514",2017-10-13 22:39:48,"28C2DDDD4239",0,100,1,0,0,31.25,86
"515",2017-10-13 22:39:51,"781463DA0104F2C0",0,100,1,0,13,27.61,81
"516",2017-10-13 22:39:53,"781463DA0104F70A",0,100,1,0,8,27.56,82
"517",2017-10-13 22:39:58,"28C2DDDD47CB",0,100,1,0,19,32,100
"518",2017-10-13 22:40:04,"781463DA0104F417",0,100,1,0,12,26.32,86
"519",2017-10-13 22:40:06,"781463DA0149A43B",0,100,1,0,9,26.81,84
"520",2017-10-13 22:40:09,"28C2DDDD452E",0,100,1,0,4,27.62,100
"521",2017-10-13 22:40:09,"781463DA01499E91",0,100,1,0,13,27.25,83
"522",2017-10-13 22:40:11,"28C2DDDD4372",0,100,1,0,5,28,136
"523",2017-10-13 22:40:14,"781463DA0149ABAC",0,100,1,0,12,26.17,85
"524",2017-10-13 22:40:15,"781463DA0104F787",0,100,1,0,0,29.31,75
"525",2017-10-13 22:40:16,"781463DA0104F657",0,100,1,0,0,25.98,88
"526",2017-10-13 22:40:17,"781463DA0104F624",0,100,1,0,10,27.3,82
"527",2017-10-13 22:40:19,"781463DA0149B198",0,100,1,0,15,27.62,80
"528",2017-10-13 22:40:22,"781463DA0149AD11",0,100,1,0,13,28.8,77
"529",2017-10-13 22:40:25,"781463DA0104F38D",0,100,1,0,10,29.69,74
"530",2017-10-13 22:40:27,"781463DA0104F314",0,100,1,0,5,26.26,80
"531",2017-10-13 22:40:28,"28C2DDDD47CC",0,100,1,0,3,26.87,100
"532",2017-10-13 22:40:28,"781463DA0149A7F0",0,100,1,0,10,27.63,81
"533",2017-10-13 22:40:29,"781463DA0104F38E",0,100,1,0,34,27.26,82
"534",2017-10-13 22:40:33,"781463DA0149A78F",0,100,1,0,12,25.89,88
"535",2017-10-13 22:40:36,"781463DA0149A45F",0,100,1,0,6,24.47,91
"536",2017-10-13 22:40:41,"28C2DDDD4781",0,100,1,0,19,32.87,85
"537",2017-10-13 22:40:44,"781463DA0104F429",0,100,1,0,7,25.12,87
"538",2017-10-13 22:40:46,"781463DA0104F20E",0,100,1,0,22,28.94,77
"539",2017-10-13 22:40:55,"781463DA0104F3E4",0,100,1,0,18,26.35,84
"540",2017-10-13 22:40:55,"781463DA0104F620",0,100,1,0,17,26.39,84
"541",2017-10-13 22:40:55,"781463DA0104F6A5",0,100,1,0,12,27.16,81
"542",2017-10-13 22:40:55,"781463DA0104F77D",0,100,1,0,5,26.72,83
"543",2017-10-13 22:40:55,"781463DA014AA885",0,100,1,0,14,26.87,83
"544",2017-10-13 22:40:56,"28C2DDDD45AA",0,100,1,0,0,29.75,100
"545",2017-10-13 22:40:56,"781463DA0149A472",0,100,1,0,19,27.17,83
"546",2017-10-13 22:40:56,"781463DA0149AF90",0,100,1,0,14,25.16,87
"547",2017-10-13 22:40:56,"781463DA0149AFDB",0,100,1,0,19,27,83
"548",2017-10-13 22:40:56,"781463DA0149B1A1",0,100,1,0,18,28.63,76
"549",2017-10-13 22:41:02,"28C2DDDD423A",0,100,1,0,5,30.25,88
"550",2017-10-13 22:41:15,"781463DA0104F43D",0,100,1,0,12,27.61,82
"551",2017-10-13 22:41:34,"28C2DDDD4519",0,100,1,0,2,29,70
"552",2017-10-13 22:41:41,"28C2DDDD45E4",0,100,1,0,8,28.12,100
"553",2017-10-13 22:41:44,"28C2DDDD456A",0,100,1,0,6,27.75,100
"554",2017-10-13 22:42:06,"28C2DDDD459F",0,100,1,0,0,29.75,90
"555",2017-10-13 22:42:09,"781463DA014AA88F",0,100,1,0,5,30.29,72
"556",2017-10-13 22:42:12,"781463DA014AABE1",0,100,1,0,13,27.09,83
"557",2017-10-13 22:42:18,"781463DA0104F3EA",0,100,1,0,11,27.53,78
"558",2017-10-13 22:42:18,"781463DA0104F695",0,100,1,0,12,25.57,89
"559",2017-10-13 22:42:19,"781463DA0104F278",0,100,1,0,19,27.65,81
"560",2017-10-13 22:42:20,"781463DA0149A786",0,100,1,0,22,26.12,87
"561",2017-10-13 22:42:22,"781463DA0149B1EF",0,100,1,0,18,25.94,86
"562",2017-10-13 22:42:26,"781463DA0149B3AD",0,100,1,0,13,24.86,91
"563",2017-10-13 22:42:28,"781463DA0104F34A",0,100,1,0,18,27.52,82
"564",2017-10-13 22:42:28,"781463DA0149B1C4",0,100,1,0,14,26.34,84
"565",2017-10-13 22:42:29,"781463DA0104F4E6",0,100,1,0,2,24.78,74
"566",2017-10-13 22:42:30,"28C2DDDD4353",0,100,1,0,2,31.5,81
"567",2017-10-13 22:42:30,"781463DA0104F566",0,100,1,0,6,26.38,85
"568",2017-10-13 22:42:30,"781463DA0149A7BC",0,100,1,0,7,26.31,86
"569",2017-10-13 22:42:31,"781463DA0149A515",0,100,1,0,29,26,87
"570",2017-10-13 22:42:31,"781463DA0149DBFF",0,100,1,0,12,25.46,89
"571",2017-10-13 22:42:32,"781463DA0104F689",0,100,1,0,10,27.48,81
"572",2017-10-13 22:42:33,"781463DA0104F797",0,100,1,0,11,26.82,82
"573",2017-10-13 22:42:34,"781463DA0149A177",0,100,1,0,12,26.04,88
"574",2017-10-13 22:42:37,"781463DA0104F6A9",0,100,1,0,10,26.5,84
"575",2017-10-13 22:42:41,"781463DA014AA88F",0,100,1,0,7,30.29,72
"576",2017-10-13 22:42:52,"781463DA0104F2C0",0,100,1,0,13,27.64,81
"577",2017-10-13 22:43:00,"28C2DDDD45FC",0,100,1,0,2,29,100
"578",2017-10-13 22:43:04,"781463DA0104F70A",0,100,1,0,8,27.56,81
"579",2017-10-13 22:43:05,"781463DA0104F417",0,100,1,0,9,26.28,86
"580",2017-10-13 22:43:08,"781463DA0149A43B",0,100,1,0,9,26.78,84
"581",2017-10-13 22:43:10,"781463DA01499E91",0,100,1,0,16,27.29,83
"582",2017-10-13 22:43:11,"28C2DDDD4343",0,100,1,0,18,32.12,72
"583",2017-10-13 22:43:12,"781463DA014AA88F",0,100,1,0,6,30.31,72
"584",2017-10-13 22:43:14,"781463DA0149ABAC",0,100,1,0,15,26.21,85
"585",2017-10-13 22:43:17,"781463DA0104F657",0,100,1,0,0,25.96,88
"586",2017-10-13 22:43:18,"28C2DDDD47C0",0,100,1,0,18,33.5,66
"587",2017-10-13 22:43:18,"781463DA0104F624",0,100,1,0,10,27.32,82
"588",2017-10-13 22:43:20,"781463DA0149B198",0,100,1,0,17,27.62,80
"589",2017-10-13 22:43:23,"781463DA0149AD11",0,100,1,0,17,28.8,76
"590",2017-10-13 22:43:26,"781463DA0104F38D",0,100,1,0,7,29.68,74
"591",2017-10-13 22:43:28,"781463DA0104F314",0,100,1,0,6,26.26,80
"592",2017-10-13 22:43:28,"781463DA0149A7F0",0,100,1,0,10,27.6,81
"593",2017-10-13 22:43:30,"781463DA0104F38E",0,100,1,0,23,27.32,82
"594",2017-10-13 22:43:34,"781463DA0149A78F",0,100,1,0,18,25.84,89
"595",2017-10-13 22:43:35,"28C2DDDD458F",0,100,1,0,9,29,140
"596",2017-10-13 22:43:37,"781463DA0149A45F",0,100,1,0,3,24.47,91
"597",2017-10-13 22:43:39,"28C2DDDD4534",0,100,1,0,0,31.62,66
"598",2017-10-13 22:43:43,"781463DA014AA88F",0,100,1,0,6,30.26,72
"599",2017-10-13 22:43:47,"781463DA0104F20E",0,100,1,0,20,28.94,77
"600",2017-10-13 22:43:48,"781463DA0104F429",0,100,1,0,14,25.24,87
"601",2017-10-13 22:43:56,"781463DA0104F3E4",0,100,1,0,17,26.32,84
